our_number,child_key_stage2,current_test_date,prev_test_date,days_since_prev_test_stage3,violation_severity,result_norm,class,variant,ogrn_naprav,name_naprav,ogrn_area,name_area,quality_score,risk_level
25-11-20838-000102-8,DOC|N00324520,2025-08-19,2025-07-22,28.0,critical,недостаточный,1,80110,1027801583391,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 76 Выборгского района Санкт-Петербурга,1027801583700,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 559 Выборгского района Санкт-Петербурга,1,medium
25-11-70155-000009-2,DOC|511413,2025-09-04,2025-08-07,28.0,critical,достаточный,1,80109,1026200621952,"Муниципальное общеобразовательное учреждение ""Новомичуринская средняя общеобразовательная школа №1"" Пронского района Рязанской области",1026200779384,Муниципальное бюджетное общеобразовательное учреждение Средняя общеобразовательная школа №4 муниципального образования - городской округ город Скопин Рязанской области,1,medium
25-11-70155-000008-4,DOC|882736,2025-09-04,2025-08-07,28.0,critical,достаточный,1,80109,1026200621952,"Муниципальное общеобразовательное учреждение ""Новомичуринская средняя общеобразовательная школа №1"" Пронского района Рязанской области",1026200779384,Муниципальное бюджетное общеобразовательное учреждение Средняя общеобразовательная школа №4 муниципального образования - городской округ город Скопин Рязанской области,1,medium
25-11-30672-000054-5,DOC|405324517,2025-09-11,2025-08-14,28.0,critical,недостаточный,8,80805,1025601806537,"Муниципальное общеобразовательное автономное учреждение ""Средняя общеобразовательная школа с углубленным изучением татарского языка и литературы № 38""",1025600886937,"Муниципальное общеобразовательное автономное учреждение ""Средняя общеобразовательная школа № 19""",1,medium
25-11-70283-000133-4,DOC|766696,2025-10-15,2025-09-17,28.0,critical,достаточный,2,100207,5147746149766,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 183»,1027739482022,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1557 имени Петра Леонидовича Капицы»,1,medium
25-11-30830-000387-4,DOC|0467628,2025-10-22,2025-09-24,28.0,critical,достаточный,11,41101,1047721006740,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1420»,1027700388363,Государственное бюджетное общеобразовательное учреждение города Москвы «Пушкинская школа № 1500»,1,medium
25-11-30830-000371-0,DOC|3224499,2025-10-22,2025-09-24,28.0,critical,достаточный,6,100607,1047721006740,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1420»,1027700388363,Государственное бюджетное общеобразовательное учреждение города Москвы «Пушкинская школа № 1500»,1,medium
25-11-30830-000372-9,DOC|3510352,2025-10-22,2025-09-24,28.0,critical,достаточный,6,100607,1037739147929,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1517»,1027700388363,Государственное бюджетное общеобразовательное учреждение города Москвы «Пушкинская школа № 1500»,1,medium
25-11-30830-000384-9,DOC|N0338608,2025-10-22,2025-09-24,28.0,critical,достаточный,9,40907,1127746718330,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2054»,1027700388363,Государственное бюджетное общеобразовательное учреждение города Москвы «Пушкинская школа № 1500»,1,medium
25-11-30830-000383-0,DOC|N0357315,2025-10-22,2025-09-24,28.0,critical,достаточный,9,40901,1147746319819,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1799»,1027700388363,Государственное бюджетное общеобразовательное учреждение города Москвы «Пушкинская школа № 1500»,1,medium
25-11-60019-000003-3,DOC|2351859,2025-10-24,2025-09-26,28.0,critical,достаточный,9,100907,1070916001530,"Муниципальное бюджетное общеобразовательное учреждение ""Лицей №7 г.Усть-Джегуты""",1020900730344,"Муниципальное бюджетное общеобразовательное учреждение ""Лицей №1 г.Усть-Джегуты им.А.М.Тебуева""",1,medium
25-11-20804-000027-5,DOC|3736721,2025-11-15,2025-10-18,28.0,critical,достаточный,1,110121,1126684005854,"Муниципальное автономное общеобразовательное учреждение ""Начальная школа - детский сад № 14""",1036601470025,Муниципальное автономное общеобразовательное учреждение Средняя общеобразовательная школа № 9,1,medium
25-11-50270-000005-5,DOC|403667528,2025-11-15,2025-10-18,28.0,critical,достаточный,1,122,1026601800389,Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 1,1026601800631,Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 8,1,medium
25-11-50270-000006-4,DOC|405500196,2025-11-15,2025-10-18,28.0,critical,недостаточный,8,808,1026601800389,Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 1,1026601800631,Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 8,1,medium
25-11-60295-000432-6,DOC|010512547,2025-11-26,2025-10-29,28.0,critical,недостаточный,2,110208,1027739814178,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1290»,1027739814178,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1290»,1,medium
25-11-40641-000156-8,DOC|845220020,2025-11-26,2025-10-29,28.0,critical,недостаточный,8,727110808,1022501305804,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 77 Г. ВЛАДИВОСТОКА""",1022501305804,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 77 Г. ВЛАДИВОСТОКА""",1,medium
25-11-50196-000007-5,DOC|406200666,2025-11-28,2025-10-31,28.0,critical,достаточный,5,110508,1026301701667,муниципальное бюджетное общеобразовательное учреждение Школа № 78 имени Героя Советского Союза П.Ф.Ананьева городского округа Самара,1026301701667,муниципальное бюджетное общеобразовательное учреждение Школа № 78 имени Героя Советского Союза П.Ф.Ананьева городского округа Самара,1,medium
25-11-50165-000013-5,DOC|2216233,2025-12-04,2025-11-06,28.0,critical,достаточный,1,120125,1026200597697,Муниципальное бюджетное образовательное учреждение Михайловская средняя общеобразовательная школа №3 муниципального образования Михайловский муниципальный округ Рязанской области,1026200597301,"Муниципальное бюджетное общеобразовательное учреждение ""Михайловская средняя общеобразовательная школа № 2"" Михайловского муниципального округа Рязанской области",1,medium
25-11-40877-000100-5,DOC|405762705,2025-12-09,2025-11-11,28.0,critical,достаточный,1,120126,1027802499120,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 158 Калининского района Санкт-Петербурга,1027802499350,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 138 имени Святого благоверного князя Александра Невского Калининского района Санкт-Петербурга,1,medium
25-11-30528-000007-5,DOC|406177623,2025-12-12,2025-11-14,28.0,critical,недостаточный,8,120809,1020201700353,Муниципальное общеобразовательное бюджетное учреждение средняя общеобразовательная школа № 5 г. Благовещенска,1020201700353,Муниципальное общеобразовательное бюджетное учреждение средняя общеобразовательная школа № 5 г. Благовещенска,1,medium
25-11-70562-000400-2,DOC|5037264,2025-12-17,2025-11-19,28.0,critical,достаточный,1,120125,1023902212817,"Муниципальное бюджетное общеобразовательное учреждение ""Южная средняя общеобразовательная школа""",1023901645382,муниципальное автономное общеобразовательное учреждение города Калининграда гимназия № 22,1,medium
25-11-20804-000032-1,DOC|16978187,2026-01-17,2025-12-20,28.0,critical,достаточный,5,10510,1026601507261,"Муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа № 10 с углубленным изучением отдельных предметов""",1036601470025,Муниципальное автономное общеобразовательное учреждение Средняя общеобразовательная школа № 9,1,medium
26-11-50264-000005-1,DOC|5768099,2026-01-17,2025-12-20,28.0,critical,достаточный,2,10210,1246600013120,Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 133,1026602319402,Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 171,1,medium
26-11-50098-000001-3,DOC|1073444,2026-01-21,2025-12-24,28.0,critical,недостаточный,1,10129,1022801226733,Муниципальное бюджетное общеобразовательное учреждение  средняя общеобразовательная школа № 3 г. Сковородино,1022801226733,Муниципальное бюджетное общеобразовательное учреждение  средняя общеобразовательная школа № 3 г. Сковородино,1,medium
26-11-20681-000009-5,DOC|2052650,2026-02-26,2026-01-29,28.0,critical,недостаточный,2,20211,1025601936865,"Муниципальное общеобразовательное автономное учреждение ""Средняя общеобразовательная школа № 8 г. Орска им. А.К. Коровкина""",1035610250015,"Муниципальное общеобразовательное автономное учреждение "" Средняя общеобразовательная школа № 27 г. Орска""",1,medium
26-11-20681-000011-5,DOC|404924888,2026-02-26,2026-01-29,28.0,critical,достаточный,1,20134,1025601936865,"Муниципальное общеобразовательное автономное учреждение ""Средняя общеобразовательная школа № 8 г. Орска им. А.К. Коровкина""",1045610200998,"Муниципальное общеобразовательное автономное учреждение ""Средняя общеобразовательная школа № 13 г. Орска""",1,medium
26-11-50285-000007-0,DOC|4718524,2026-03-16,2026-02-16,28.0,critical,достаточный,3,30312,1157154026655,"муниципальное бюджетное общеобразовательное учреждение ""Центр образования № 40 имени Героя Советского Союза Ивана Андреевича Дементьева""",1027100687085,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОБРАЗОВАНИЯ № 21""",1,medium
26-11-50285-000006-2,DOC|6042616,2026-03-16,2026-02-16,28.0,critical,достаточный,1,30135,1157154026655,"муниципальное бюджетное общеобразовательное учреждение ""Центр образования № 40 имени Героя Советского Союза Ивана Андреевича Дементьева""",1027100687085,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОБРАЗОВАНИЯ № 21""",1,medium
25-11-30830-000374-1,DOC|10,2025-10-22,2025-09-24,28.0,critical,достаточный,7,100707,1037700049012,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1253»,1027700388363,Государственное бюджетное общеобразовательное учреждение города Москвы «Пушкинская школа № 1500»,0,low
25-11-30830-000375-5,DOC|165,2025-10-22,2025-09-24,28.0,critical,достаточный,7,100707,1037739439319,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ШКОЛА № 1231 ИМЕНИ В.Д. ПОЛЕНОВА""",1027700388363,Государственное бюджетное общеобразовательное учреждение города Москвы «Пушкинская школа № 1500»,0,low
25-11-30830-000364-5,DOC|3412014,2025-10-22,2025-09-24,28.0,critical,достаточный,5,40501,1037700049012,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1253»,1027700388363,Государственное бюджетное общеобразовательное учреждение города Москвы «Пушкинская школа № 1500»,0,low
25-11-50279-000065-1,DOC|405849292,2025-10-22,2025-09-24,28.0,critical,недостаточный,1,100118,1026900558695,Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 40,1026901733110,Государственное бюджетное общеобразовательное учреждение Тверской области «Региональный центр школьного образования «Завидово»,0,low
25-11-20681-000108-9,DOC|405596764,2025-11-27,2025-10-30,28.0,critical,недостаточный,8,110808,1035610250015,"Муниципальное общеобразовательное автономное учреждение "" Средняя общеобразовательная школа № 27 г. Орска""",1045610200998,"Муниципальное общеобразовательное автономное учреждение ""Средняя общеобразовательная школа № 13 г. Орска""",0,low
25-11-50143-000039-3,DOC|830536198,2025-12-18,2025-11-20,28.0,critical,недостаточный,1,120126,1035100151525,муниципальное бюджетное общеобразовательное учреждение г. Мурманска Средняя общеобразовательная школа № 11,1035100161150,"муниципальное бюджетное общеобразовательное учреждение г. Мурманска ""Гимназия № 6""",0,low
26-11-15544-000002-2,DOC|13940384,2026-01-15,2025-12-17,29.0,critical,достаточный,9,727.010910,1033600024611,Муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 69,1023601542535,Муниципальное бюджетное общеобразовательное учреждение гимназия имени Андрея Платонова,3,high
25-11-70562-000304-2,DOC|1600007,2025-10-16,2025-09-17,29.0,critical,недостаточный,3,100307,1023902295856,"муниципальное бюджетное общеобразовательное учреждение ""Петровская средняя общеобразовательная школа имени Петра Алексеевича Захарова""",1023900593969,Муниципальное автономное общеобразовательное учреждение города Калининграда гимназия № 40 имени Ю.А.Гагарина,2,medium
25-11-70562-000327-1,DOC|2887018,2025-10-16,2025-09-17,29.0,critical,достаточный,7,100707,1023900773665,муниципальное автономное общеобразовательное учреждение города Калининграда средняя общеобразовательная школа № 9 имени Героя Советского Союза Дьякова Петра Михайловича,1023901012486,муниципальное автономное общеобразовательное учреждение города Калининграда лицей 35 им. Буткова В.В.,2,medium
25-11-70562-000344-3,DOC|295108,2025-10-16,2025-09-17,29.0,critical,достаточный,11,101107,1023902212817,"Муниципальное бюджетное общеобразовательное учреждение ""Южная средняя общеобразовательная школа""",1023901645382,муниципальное автономное общеобразовательное учреждение города Калининграда гимназия № 22,2,medium
25-11-15544-000053-2,DOC|0856194,2025-11-12,2025-10-14,29.0,critical,достаточный,3,727.110308,1033600075178,Муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 97,1023601542535,Муниципальное бюджетное общеобразовательное учреждение гимназия имени Андрея Платонова,2,medium
25-11-50121-000026-6,DOC|0973267,2025-11-12,2025-10-14,29.0,critical,достаточный,7,727.110708,1033600036392,муниципальное бюджетное общеобразовательное учреждение «Лицей «Многоуровневый образовательный комплекс №2»,1033600036392,муниципальное бюджетное общеобразовательное учреждение «Лицей «Многоуровневый образовательный комплекс №2»,2,medium
25-11-74917-000065-5,DOC|18151280,2025-11-12,2025-10-14,29.0,critical,достаточный,5,727.110508,1023601577174,муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 95 имени Героя России Крынина Александра Эдуардовича,1033600019815,муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 88 с углубленным изучением отдельных предметов,2,medium
25-11-15544-000056-4,DOC|2228159,2025-11-12,2025-10-14,29.0,critical,достаточный,6,727.110608,1033600024611,Муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 69,1023601542535,Муниципальное бюджетное общеобразовательное учреждение гимназия имени Андрея Платонова,2,medium
25-11-74682-000016-0,DOC|2881707,2025-11-12,2025-10-14,29.0,critical,недостаточный,7,727.110708,1213600003209,"муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Отрадненская гимназия""",1193668014737,"муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Новоусманский образовательный центр""",2,medium
25-11-74682-000049-9,DOC|3161104,2025-11-12,2025-10-14,29.0,critical,недостаточный,9,727.110908,1023600937029,"Муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Новоусманский лицей""",1193668014737,"муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Новоусманский образовательный центр""",2,medium
25-11-50121-000030-4,DOC|N113069995,2025-11-12,2025-10-14,29.0,critical,недостаточный,10,727.111008,1033600031904,муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 4,1033600036392,муниципальное бюджетное общеобразовательное учреждение «Лицей «Многоуровневый образовательный комплекс №2»,2,medium
25-11-50121-000029-0,DOC|N13143501,2025-11-12,2025-10-14,29.0,critical,недостаточный,8,727.110808,1033600031904,муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 4,1033600036392,муниципальное бюджетное общеобразовательное учреждение «Лицей «Многоуровневый образовательный комплекс №2»,2,medium
25-11-74682-000039-8,DOC|N15667234,2025-11-12,2025-10-14,29.0,critical,недостаточный,3,727.110308,1213600003209,"муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Отрадненская гимназия""",1193668014737,"муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Новоусманский образовательный центр""",2,medium
25-11-74682-000041-2,DOC|N15697915,2025-11-12,2025-10-14,29.0,critical,достаточный,10,727.111008,1213600003209,"муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Отрадненская гимназия""",1193668014737,"муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Новоусманский образовательный центр""",2,medium
25-11-74682-000050-0,DOC|N16691028,2025-11-12,2025-10-14,29.0,critical,недостаточный,6,727.110608,1023600937029,"Муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Новоусманский лицей""",1193668014737,"муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Новоусманский образовательный центр""",2,medium
25-11-74682-000051-3,DOC|N16894575,2025-11-12,2025-10-14,29.0,critical,достаточный,7,727.110708,1023600937029,"Муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Новоусманский лицей""",1193668014737,"муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Новоусманский образовательный центр""",2,medium
25-11-74682-000040-4,DOC|N18076773,2025-11-12,2025-10-14,29.0,critical,достаточный,9,727.110908,1213600003209,"муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Отрадненская гимназия""",1193668014737,"муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Новоусманский образовательный центр""",2,medium
25-11-40874-000070-7,DOC|1307272,2025-11-13,2025-10-15,29.0,critical,достаточный,9,727.110908,1027402914538,"Муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа № 56 г. Челябинска имени Н.В.Ковшовой""",1027402544839,"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа № 115 г. Челябинска""",2,medium
26-11-74682-000002-6,DOC|2459556,2026-01-15,2025-12-17,29.0,critical,недостаточный,6,727.010610,1183668037189,"Муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Отрадненская средняя общеобразовательная школа №2""",1193668014737,"муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Новоусманский образовательный центр""",2,medium
26-11-74682-000008-3,DOC|3161104,2026-01-15,2025-12-17,29.0,critical,достаточный,9,727.010910,1023600937029,"Муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Новоусманский лицей""",1193668014737,"муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Новоусманский образовательный центр""",2,medium
26-11-74682-000005-2,DOC|N13348374,2026-01-15,2025-12-17,29.0,critical,достаточный,8,727.010810,1213600003209,"муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Отрадненская гимназия""",1193668014737,"муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Новоусманский образовательный центр""",2,medium
26-11-74682-000004-7,DOC|N15667234,2026-01-15,2025-12-17,29.0,critical,недостаточный,3,727.010310,1213600003209,"муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Отрадненская гимназия""",1193668014737,"муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Новоусманский образовательный центр""",2,medium
26-11-74682-000007-1,DOC|N16691028,2026-01-15,2025-12-17,29.0,critical,недостаточный,6,727.010610,1023600937029,"Муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Новоусманский лицей""",1193668014737,"муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Новоусманский образовательный центр""",2,medium
26-11-74682-000015-5,DOC|2459556,2026-02-13,2026-01-15,29.0,critical,достаточный,6,727.020611,1183668037189,"Муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Отрадненская средняя общеобразовательная школа №2""",1193668014737,"муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Новоусманский образовательный центр""",2,medium
26-11-74682-000021-2,DOC|N15667234,2026-02-13,2026-01-15,29.0,critical,достаточный,3,727.020311,1213600003209,"муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Отрадненская гимназия""",1193668014737,"муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Новоусманский образовательный центр""",2,medium
26-11-74682-000013-2,DOC|N16691028,2026-02-13,2026-01-15,29.0,critical,достаточный,6,727.020611,1023600937029,"Муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Новоусманский лицей""",1193668014737,"муниципальное бюджетное общеобразовательное учреждение Новоусманского муниципального района Воронежской области ""Новоусманский образовательный центр""",2,medium
26-11-70562-000043-3,DOC|662011,2026-03-05,2026-02-04,29.0,critical,достаточный,8,727.030812,1023902271271,"муниципальное автономное общеобразовательное учреждение ""Полесская средняя общеобразовательная школа""",1023901012486,муниципальное автономное общеобразовательное учреждение города Калининграда лицей 35 им. Буткова В.В.,2,medium
26-11-70562-000044-0,DOC|972012,2026-03-05,2026-02-04,29.0,critical,достаточный,6,727.030612,1023902271271,"муниципальное автономное общеобразовательное учреждение ""Полесская средняя общеобразовательная школа""",1023901012486,муниципальное автономное общеобразовательное учреждение города Калининграда лицей 35 им. Буткова В.В.,2,medium
25-11-10859-000032-3,DOC|02878410,2025-09-23,2025-08-25,29.0,critical,достаточный,1,90114,1157154029339,"муниципальное бюджетное общеобразовательное учреждение ""Центр образования № 42""",1027100971479,муниципальное бюджетное общеобразовательное учреждение «Центр образования № 19»,1,medium
25-11-10859-000031-4,DOC|830771566,2025-09-23,2025-08-25,29.0,critical,достаточный,3,90306,1157154027205,муниципальное бюджетное общеобразовательное учреждение «Центр образования № 26»,1027100971479,муниципальное бюджетное общеобразовательное учреждение «Центр образования № 19»,1,medium
25-11-10696-000058-1,DOC|0354313,2025-10-07,2025-09-08,29.0,critical,достаточный,8,100807,1184704016276,Муниципальное общеобразовательное бюджетное учреждение «Средняя общеобразовательная школа «Муринский центр образования  4»,1154703002706,Муниципальное общеобразовательное бюджетное учреждение Средняя общеобразовательная школа Муринский центр образования № 1,1,medium
25-11-10696-000063-2,DOC|1094625,2025-10-07,2025-09-08,29.0,critical,недостаточный,5,100507,1224700020236,"МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""МУРИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 6""",1154703002706,Муниципальное общеобразовательное бюджетное учреждение Средняя общеобразовательная школа Муринский центр образования № 1,1,medium
25-11-60135-000037-7,DOC|2318297,2025-10-07,2025-09-08,29.0,critical,достаточный,7,100707,1024701896240,Муниципальное казенное общеобразовательное учреждение Федоровская средняя общеобразовательная школа,1024701895338,"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа № 1 г. Тосно с углубленным изучением отдельных предметов""",1,medium
25-11-50135-000007-7,DOC|5312706,2025-10-07,2025-09-08,29.0,critical,достаточный,6,100607,1024701244040,Муниципальное бюджетное общеобразовательное учреждение Гатчинская средняя общеобразовательная школа № 4 с углубленным изучением отдельных предметов,1024701244040,Муниципальное бюджетное общеобразовательное учреждение Гатчинская средняя общеобразовательная школа № 4 с углубленным изучением отдельных предметов,1,medium
25-11-10696-000055-6,DOC|N13195959,2025-10-07,2025-09-08,29.0,critical,достаточный,10,101007,1174704011393,Муниципальное общеобразовательное бюджетное учреждение «Средняя общеобразовательная школа «Муринский центр образования № 2»,1154703002706,Муниципальное общеобразовательное бюджетное учреждение Средняя общеобразовательная школа Муринский центр образования № 1,1,medium
25-11-70290-000024-2,DOC|0278970,2025-11-05,2025-10-07,29.0,critical,достаточный,3,100307,1032700297233,"муниципальное автономное общеобразовательное учреждение г. Хабаровска ""Средняя школа № 35""",1032700297233,"муниципальное автономное общеобразовательное учреждение г. Хабаровска ""Средняя школа № 35""",1,medium
25-11-64997-000001-7,DOC|4292826,2025-11-12,2025-10-14,29.0,critical,достаточный,2,727,1023601515343,"муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа № 12""",1023601513429,"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа № 4 г. Лиски  имени Героя Советского Союза Виктора Ивановича Великого""",1,medium
26-11-60078-000018-1,DOC|18039832,2026-01-22,2025-12-24,29.0,critical,достаточный,7,10710,1032401070217,муниципальное бюджетное общеобразовательное учреждение «Тюхтетская средняя школа №1»,1142452001130,"краевое бюджетное общеобразовательное учреждение ""Школа дистанционного образования""",1,medium
26-11-60078-000017-0,DOC|18039833,2026-01-22,2025-12-24,29.0,critical,достаточный,4,10410,1032401070217,муниципальное бюджетное общеобразовательное учреждение «Тюхтетская средняя школа №1»,1142452001130,"краевое бюджетное общеобразовательное учреждение ""Школа дистанционного образования""",1,medium
26-11-60284-000009-0,DOC|405920646,2025-09-26,2025-08-28,29.0,critical,недостаточный,8,20811,1027200837762,Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 38 города Тюмени,1237200005668,Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 95 города Тюмени имени Константина Дмитриевича Ушинского,0,low
26-11-60284-000008-9,DOC|405920681,2025-09-26,2025-08-28,29.0,critical,недостаточный,4,20411,1027200837762,Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 38 города Тюмени,1237200005668,Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 95 города Тюмени имени Константина Дмитриевича Ушинского,0,low
25-11-50278-000010-5,DOC|2023177,2025-11-14,2025-10-15,30.0,high,достаточный,3,727.110308,1026800632462,"муниципальное бюджетное общеобразовательное учреждение ""Никифоровская средняя общеобразовательная школа №1 имени Героя Российской Федерации А. С. Досягаева""",1026801061143,"муниципальное бюджетное  общеобразовательное учреждение  ""Средняя общеобразовательная школа №1"" г. Мичуринска Тамбовской области",2,medium
25-11-40849-000127-9,DOC|404036141,2025-11-14,2025-10-15,30.0,high,достаточный,9,727.110908,1236800000359,"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 2""",1036888179393,"муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа № 22 имени Героя Российской Федерации Д.Е. Иванова""",2,medium
25-11-40849-000130-3,DOC|404832737,2025-11-14,2025-10-15,30.0,high,недостаточный,6,727.110608,1026801158603,"муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа №9""",1036888179393,"муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа № 22 имени Героя Российской Федерации Д.Е. Иванова""",2,medium
