our_number,child_key_stage2,test_date,days_since_prev_test_stage3,result_norm,class,variant,quality_score,risk_level,iforest_risk_score,iforest_risk_bucket,name_naprav,name_area,human_reason
25-11-20676-000125-5,DOC|0439644,2025-10-24,,недостаточный,5,727.040501,3,high,0.0010972321308153,high,"Муниципальное бюджетное общеобразовательное учреждение ""Петровская средняя общеобразовательная школа № 2 Омского муниципального района Омской области""",бюджетное общеобразовательное учреждение города Омска Гимназия № 140,"много флагов качества данных (quality_score >= 3); редкий/нестандартный вариант теста; направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-70105-000001-4,DOC|0449763,2025-05-13,,достаточный,1,50104,0,low,0.0011520780018898,high,муниципальное казенное общеобразовательное учреждение средняя школа № 7 г. Петров Вал Камышинского муниципального района Волгоградской области,муниципальное казенное общеобразовательное учреждение средняя школа № 7 г. Петров Вал Камышинского муниципального района Волгоградской области,"редкая направившая организация (очень мало наблюдений); редкая площадка тестирования (очень мало наблюдений); нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-10859-000058-6,DOC|0466996,2025-11-19,57.0,недостаточный,1,110122,1,medium,0.0001894076571365,high,муниципальное бюджетное общеобразовательное учреждение Центр образования № 37 имени В.П. Храмченко,муниципальное бюджетное общеобразовательное учреждение «Центр образования № 19»,повторное тестирование раньше 90 дней; направившая и тестирующая организации различаются
25-11-10859-000063-5,DOC|0466996,2025-12-23,34.0,недостаточный,1,727.120126,2,medium,0.0001367021186673,high,муниципальное бюджетное общеобразовательное учреждение Центр образования № 37 имени В.П. Храмченко,муниципальное бюджетное общеобразовательное учреждение «Центр образования № 19»,повторное тестирование раньше 90 дней; несколько флагов качества данных (quality_score >= 2); направившая и тестирующая организации различаются
26-11-10859-000001-7,DOC|0466996,2026-01-19,27.0,недостаточный,1,727.010129,2,medium,0.00012414230826,high,муниципальное бюджетное общеобразовательное учреждение Центр образования № 37 имени В.П. Храмченко,муниципальное бюджетное общеобразовательное учреждение «Центр образования № 19»,очень частое повторное тестирование (<30 дней); повторное тестирование раньше 90 дней; несколько флагов качества данных (quality_score >= 2); редкий/нестандартный вариант теста
25-11-60067-000136-5,DOC|0468982,2025-11-19,84.0,достаточный,3,110308,1,medium,0.0001019860321432,high,муниципальное автономное общеобразовательное муниципального образования город  Краснодар средняя общеобразовательная школа № 45 имени адмирала Фёдора Ушакова,Муниципальное автономное общеобразовательное учреждение муниципального образования город Краснодар гимназия № 72 имени академика В.П.Глушко,повторное тестирование раньше 90 дней; направившая и тестирующая организации различаются
25-11-60108-000006-1,DOC|0470443,2025-09-09,,недостаточный,1,90114,0,low,0.0014591570984939,high,муниципальное общеобразовательное учреждение Средняя школа № 43 Дзержинского района Волгограда,"муниципальное общеобразовательное учреждение ""Лицей № 8 ""Олимпия"" Дзержинского района Волгограда""","направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-60108-000055-8,DOC|0470443,2025-12-09,91.0,достаточный,1,120125,0,low,0.0018532871176327,high,муниципальное общеобразовательное учреждение Средняя школа № 43 Дзержинского района Волгограда,"муниципальное общеобразовательное учреждение ""Лицей № 8 ""Олимпия"" Дзержинского района Волгограда""",направившая и тестирующая организации различаются
25-11-50141-000006-5,DOC|0473938,2025-08-26,,достаточный,2,80205,0,low,0.0011406440146674,high,МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГИМНАЗИЯ №14,МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 16,"редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-40564-000023-3,DOC|0484076,2025-10-10,84.0,достаточный,1,100118,1,medium,0.00038930686055,high,"Муниципальное автономное общеобразовательное учреждение ""Лицей № 155 имени Героя Советского Союза Ковшовой Натальи Венедиктовны"" городского округа город Уфа Республики Башкортостан","Муниципальное автономное общеобразовательное учреждение ""Лицей № 155 имени Героя Советского Союза Ковшовой Натальи Венедиктовны"" городского округа город Уфа Республики Башкортостан",повторное тестирование раньше 90 дней
25-11-70562-000366-8,DOC|04867085,2025-11-19,,достаточный,1,110121,2,medium,0.000478158431317,high,муниципальное автономное общеобразовательное учреждение города Калининграда средняя общеобразовательная школа № 33,Муниципальное автономное общеобразовательное учреждение города Калининграда гимназия № 40 имени Ю.А.Гагарина,"несколько флагов качества данных (quality_score >= 2); направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-30544-000007-0,DOC|05024493,2025-10-09,,недостаточный,8,100807,2,medium,0.0007883177705538,high,Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа №15» имени М.М. Сурмача городского округа «город Дербент» Республики Дагестан,Муниципальное бюджетное общеобразовательное учреждение «Гимназия 1» городского округа «город Дербент» Республики Дагестан имени Адиля Ахмедпашаевича Пашаева,"несколько флагов качества данных (quality_score >= 2); редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-50265-000096-1,DOC|050781816112023,2025-06-23,,недостаточный,1,60106,0,low,0.0006400126937931,high,Муниципальное автономное общеобразовательное учреждение - средняя общеобразовательная школа №151 с углубленным изучением отдельных предметов,Муниципальное бюджетное общеобразовательное учреждение - средняя общеобразовательная школа № 36 имени М.П. Одинцова,"направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-30608-000069-2,DOC|05110070,2025-11-12,,недостаточный,5,110508,0,low,0.0020629641750718,high,"Муниципальное автономное общеобразовательное учреждение ""Лицей № 8"" г. Перми","МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""Флагман"" г. Перми","направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-20558-000011-3,DOC|0512273,2025-10-14,,недостаточный,3,100307,0,low,0.002323267163695,high,"Муниципальное общеобразовательное учреждение ""Школа №3 имени Алексея Николаевича Крисанова"" города Алушты",Муниципальное бюджетное общеобразовательное учреждение «Ялтинская гимназия имени А.П.Чехова» муниципального образования городской округ Ялта Республики Крым,"редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
26-11-20558-000001-5,DOC|0512273,2026-01-15,93.0,достаточный,3,10310,0,low,0.0025006395048385,high,"Муниципальное общеобразовательное учреждение ""Школа №3 имени Алексея Николаевича Крисанова"" города Алушты",Муниципальное бюджетное общеобразовательное учреждение «Ялтинская гимназия имени А.П.Чехова» муниципального образования городской округ Ялта Республики Крым,редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются
26-11-60027-000002-3,DOC|0523062,2026-03-16,,достаточный,1,30136,1,medium,3.295145087667262e-05,high,Муниципальное бюджетное общеобразовательное учреждение Школа № 11 им. А.В. Преснякова г.Феодосии Республики Крым,Муниципальное бюджетное общеобразовательное учреждение «Гимназия № 5 г.Феодосии Республики Крым»,"редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-10699-000096-4,DOC|0524862,2025-07-07,,недостаточный,1,60107,0,low,0.0001839585202283,high,Муниципальное общеобразовательное учреждение Ломоносовская общеобразовательная школа №3,"МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ИНЖЕНЕРНО-ТЕХНОЛОГИЧЕСКАЯ ШКОЛА""","направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-10699-000076-9,DOC|0524862,2025-10-07,92.0,недостаточный,1,100117,0,low,0.0004462277120396,high,Муниципальное общеобразовательное учреждение Ломоносовская общеобразовательная школа №3,"МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ИНЖЕНЕРНО-ТЕХНОЛОГИЧЕСКАЯ ШКОЛА""",направившая и тестирующая организации различаются
25-11-40908-000016-1,DOC|05258538,2025-10-16,,достаточный,8,10087,0,low,0.0006348914119724,high,Муниципальное автономное общеобразовательное учреждение «Школа № 190»,Муниципальное бюджетное общеобразовательное учреждение Школа № 5,"редкая направившая организация (очень мало наблюдений); редкий/нестандартный вариант теста; направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-30655-000015-5,DOC|0526728,2025-07-07,,недостаточный,2,60204,0,low,0.0012179331710944,high,Муниципальное казенное общеобразовательное учреждение Кировская средняя общеобразовательная школа № 1,Муниципальное бюджетное общеобразовательное учреждение Отрадненская средняя общеобразовательная школа № 2,"направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-50265-000214-5,DOC|0526846,2025-12-20,,недостаточный,2,"УЧ 120209,ПЧ 120209",3,high,0.003089075075957,high,Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 149,Муниципальное бюджетное общеобразовательное учреждение - средняя общеобразовательная школа № 36 имени М.П. Одинцова,"много флагов качества данных (quality_score >= 3); направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
26-11-70097-000002-2,DOC|05324340,2026-01-15,105.0,недостаточный,5,10510,0,low,6.036794722691363e-05,high,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЖУКОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №1 ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА БОРИСА ВАСИЛЬЕВИЧА БЕЛЯВСКОГО,"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа № 9 г. Брянска с углубленным изучением отдельных предметов имени Ф.И. Тютчева""",редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются
25-11-30544-000040-7,DOC|05352812,2025-11-13,,достаточный,1,110122,0,low,0.0002121706287721,high,Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа №15» имени М.М. Сурмача городского округа «город Дербент» Республики Дагестан,Муниципальное бюджетное общеобразовательное учреждение «Гимназия 1» городского округа «город Дербент» Республики Дагестан имени Адиля Ахмедпашаевича Пашаева,"редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-20558-000009-7,DOC|05410606,2025-08-20,,недостаточный,5,80505,1,medium,0.0004141150884958,high,Муниципальное бюджетное общеобразовательное учреждение «Ялтинская средняя школа №10» муниципального образования городской округ Ялта Республики Крым,Муниципальное бюджетное общеобразовательное учреждение «Ялтинская гимназия имени А.П.Чехова» муниципального образования городской округ Ялта Республики Крым,"редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-60063-000018-3,DOC|0547173,2025-08-27,,достаточный,1,109,0,low,0.0005589320621461,high,муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 3 муниципального образования город-курорт Анапа имени кавалера ордена Мужества Анастаса Шембелиди,муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 5 муниципального образования город-курорт Анапа,"направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-40687-000014-1,DOC|0551886,2025-08-20,,недостаточный,1,80110,1,medium,0.0009151103756243,high,"Муниципальное казенное общеобразовательное учреждение ""Кировская средняя общеобразовательная школа № 1""","Муниципальное казенное общеобразовательное учреждение ""Приладожская средняя общеобразовательная школа""","направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
26-11-60070-000002-2,DOC|05557781,2026-02-18,,достаточный,4,20411,0,low,0.0020955682912564,high,Муниципальное общеобразовательное  бюджетное учреждение средняя общеобразовательная школа № 27 города Сочи имени Раевского Николая Николаевича,Муниципальное общеобразовательное бюджетное учреждение Лицей № 59 города Сочи имени Трубачёва Михаила Григорьевича,"редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
26-11-60070-000003-3,DOC|05557792,2026-02-18,,недостаточный,8,20811,0,low,0.0013228982222546,high,Муниципальное общеобразовательное  бюджетное учреждение средняя общеобразовательная школа № 27 города Сочи имени Раевского Николая Николаевича,Муниципальное общеобразовательное бюджетное учреждение Лицей № 59 города Сочи имени Трубачёва Михаила Григорьевича,"редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-60070-000022-6,DOC|0564946,2025-12-17,,достаточный,1,120409,0,low,0.0001660805514776,high,Муниципальное общеобразовательное бюджетное учреждение средняя общеобразовательная школа № 31 города Сочи имени Героя Советского Союза  Гараньяна Ерванта Кеворковича,Муниципальное общеобразовательное бюджетное учреждение Лицей № 59 города Сочи имени Трубачёва Михаила Григорьевича,"направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-70046-000012-4,DOC|056809,2025-06-25,,достаточный,1,60106,0,low,0.0019998712291675,high,Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа №42 имени Героя России Д.Р.Гилемханова» Приволжского района г. Казани,Муниципальное бюджетное общеобразовательное учреждение «Многопрофильный лицей №133» Приволжского района г. Казани»,"направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-60063-000007-4,DOC|0575175,2025-10-16,,достаточный,1,117,0,low,0.0013247832379055,high,муниципальное бюджетное общеобразовательное учреждение гимназия Эврика муниципального образования город-курорт Анапа,муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 5 муниципального образования город-курорт Анапа,"редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
26-11-60283-000015-5,DOC|0579484,2026-01-30,92.0,недостаточный,1,10129,1,medium,0.0011206832437601,high,Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 30 города Тюмени имени Федора Ефимовича Федорова,Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа №56 города Тюмени,направившая и тестирующая организации различаются
25-11-70283-000023-1,DOC|0593219,2025-08-25,,достаточный,1,80112,1,medium,0.0003845573635576,high,Государственное автономное общеобразовательное учреждение города Москвы «Школа «ШИК 16»,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1557 имени Петра Леонидовича Капицы»,"направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-60108-000003-6,DOC|0593231,2025-09-09,,недостаточный,2,90306,0,low,0.0013595235142245,high,"муниципальное общеобразовательное учреждение ""Лицей № 7 Дзержинского района Волгограда""","муниципальное общеобразовательное учреждение ""Лицей № 8 ""Олимпия"" Дзержинского района Волгограда""","направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-60108-000054-9,DOC|0593231,2025-12-09,91.0,недостаточный,3,120309,0,low,0.0023131920635925,high,"муниципальное общеобразовательное учреждение ""Лицей № 7 Дзержинского района Волгограда""","муниципальное общеобразовательное учреждение ""Лицей № 8 ""Олимпия"" Дзержинского района Волгограда""",направившая и тестирующая организации различаются
26-11-60108-000006-4,DOC|0593231,2026-03-10,91.0,недостаточный,3,120309,0,low,0.0021840560073613,high,"муниципальное общеобразовательное учреждение ""Лицей № 7 Дзержинского района Волгограда""","муниципальное общеобразовательное учреждение ""Лицей № 8 ""Олимпия"" Дзержинского района Волгограда""",направившая и тестирующая организации различаются
25-11-40909-000013-2,DOC|0594170,2025-09-18,,достаточный,3,90306,0,low,3.2812386450975506e-05,high,"Муниципальное автономное общеобразовательное учреждение ""Школа № 103 с углубленным изучением отдельных предметов""",муниципальное бюджетное общеобразовательное учреждение «Школа № 35»,"редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-50028-000031-3,DOC|0596365,2025-11-12,98.0,недостаточный,1,110121,0,low,0.000630858852286,high,Муниципальное казенное общеобразовательное учреждение Гимназия №13 городского округа Нальчик Кабардино-Балкарской Республики,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""РЕСПУБЛИКАНСКАЯ МНОГОПРОФИЛЬНАЯ ГИМНАЗИЯ"" МИНИСТЕРСТВА ПРОСВЕЩЕНИЯ И НАУКИ КАБАРДИНО-БАЛКАРСКОЙ РЕСПУБЛИКИ",редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются
25-11-10701-000174-8,DOC|0597715,2025-12-09,,недостаточный,1,727.120125,3,high,0.0003311440490088,high,"Муниципальное бюджетное общеобразовательное учреждение ""Основная школа с. Грунин Воргол"" Становлянского муниципального округа Липецкой области",муниципальное автономное общеобразовательное учреждение инженерно-технологическая школа № 27 города Липецка,"много флагов качества данных (quality_score >= 3); редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-40661-000005-0,DOC|0606394,2025-07-03,,достаточный,1,60105,0,low,0.0001803432399681,high,"Муниципальное бюджетное общеобразовательное учреждение города Владимира ""Средняя общеобразовательная школа № 20""","Муниципальное автономное общеобразовательное учреждение г.Владимира ""Гимназия № 39""","направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
26-11-30849-000006-5,DOC|0609857,2026-03-12,91.0,достаточный,1,30136,0,low,0.0006250687825988,high,"Муниципальное бюджетное общеобразовательное учреждение “Средняя общеобразовательная школа № 14"" муниципального образования город Ноябрьск",Муниципальное автономное общеобразовательное учреждение “Средняя общеобразовательная школа № 2 с углубленным изучением иностранных языков” муниципального образования город Ноябрьск,направившая и тестирующая организации различаются
26-11-30849-000003-3,DOC|0609858,2026-03-12,91.0,недостаточный,7,30712,0,low,0.0002655810871224,high,"Муниципальное бюджетное общеобразовательное учреждение “Средняя общеобразовательная школа № 14"" муниципального образования город Ноябрьск",Муниципальное автономное общеобразовательное учреждение “Средняя общеобразовательная школа № 2 с углубленным изучением иностранных языков” муниципального образования город Ноябрьск,направившая и тестирующая организации различаются
26-11-70562-000055-8,DOC|0612082,2026-03-05,78.0,недостаточный,2,30212,2,medium,0.0004632969646221,high,муниципальное автономное общеобразовательное учреждение города Калининграда средняя общеобразовательная школа № 33,муниципальное автономное общеобразовательное учреждение города Калининграда гимназия № 22,повторное тестирование раньше 90 дней; несколько флагов качества данных (quality_score >= 2); направившая и тестирующая организации различаются
25-11-70562-000404-4,DOC|0612083,2025-12-17,112.0,достаточный,3,120309,1,medium,0.000264065633199,high,муниципальное автономное общеобразовательное учреждение города Калининграда средняя общеобразовательная школа № 33,муниципальное автономное общеобразовательное учреждение города Калининграда гимназия № 22,направившая и тестирующая организации различаются
26-11-70562-000054-9,DOC|0612084,2026-03-05,78.0,достаточный,1,30135,2,medium,0.0003554589675927,high,муниципальное автономное общеобразовательное учреждение города Калининграда средняя общеобразовательная школа № 33,муниципальное автономное общеобразовательное учреждение города Калининграда гимназия № 22,повторное тестирование раньше 90 дней; несколько флагов качества данных (quality_score >= 2); направившая и тестирующая организации различаются
25-11-50303-000015-8,DOC|0618452,2025-08-26,,достаточный,5,80505,0,low,0.0003235171828277,high,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 529 Петродворцового района Санкт-Петербурга имени Героя Российской Федерации Д.А. Опарина,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 529 Петродворцового района Санкт-Петербурга имени Героя Российской Федерации Д.А. Опарина,"нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-50303-000014-9,DOC|0618453,2025-08-26,,достаточный,7,80705,0,low,2.493638535400189e-05,high,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 529 Петродворцового района Санкт-Петербурга имени Героя Российской Федерации Д.А. Опарина,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 529 Петродворцового района Санкт-Петербурга имени Героя Российской Федерации Д.А. Опарина,"нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-10857-000026-9,DOC|0621762,2025-11-19,,недостаточный,1,110122,0,low,0.0002940600128781,high,муниципальное бюджетное общеобразовательное учреждение Юбилейная основная школа №43,муниципальное бюджетное общеобразовательное учреждение «Гимназия №1 - Центр образования»,"редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-60063-000016-0,DOC|0621784,2025-07-23,,достаточный,1,108,0,low,0.0005111506218805,high,муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 6 муниципального образования город-курорт Анапа имени Героя Советского Союза Дмитрия Семеновича Калинина,муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 5 муниципального образования город-курорт Анапа,"редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-40876-000055-6,DOC|0632997,2025-11-25,98.0,достаточный,1,110121,1,medium,0.0002223454296449,high,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 17 Василеостровского района Санкт-Петербурга,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 16 Василеостровского района Санкт-Петербурга,направившая и тестирующая организации различаются
25-11-20823-000039-8,DOC|0657879,2025-07-17,,достаточный,1,60108,0,low,0.0001780663042798,high,муниципальное автономное общеобразовательное учреждение лицей № 81 города Тюмени,муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 62 города Тюмени,"направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
26-11-10678-000009-6,DOC|0666635,2025-07-17,,недостаточный,7,60704,0,low,0.0024151250362086,high,"Муниципальное бюджетное общеобразовательное учреждение города Юрьев-Польского ""Школа №1""","Муниципальное бюджетное общеобразовательное учреждение города Юрьев-Польского ""Школа №1""","нет предыдущего теста, аномалия за счёт других признаков профиля"
25-11-10713-000006-0,DOC|0678431,2025-06-25,,достаточный,1,60106,0,low,0.0002556180552559,high,муниципальное бюджетное общеобразовательное учреждение-средняя общеобразовательная школа № 26 г. Орла,"казенное общеобразовательное учреждение Орловской области ""Орловский лицей-интернат""","направившая и тестирующая организации различаются; нет предыдущего теста, аномалия за счёт других признаков профиля"
26-11-10673-000011-2,DOC|0682364,2026-03-05,91.0,недостаточный,1,30136,0,low,0.0006061048849064,high,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""НИКОЛОГОРСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА НИКОЛАЯ ИВАНОВИЧА ПРОШЕНКОВА""","муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа № 9 имени А.И.Фатьянова""",направившая и тестирующая организации различаются
26-11-40909-000001-1,DOC|0682457,2026-02-19,105.0,недостаточный,4,20411,0,low,0.0009131787547325,high,муниципальное бюджетное общеобразовательное учреждение «Школа № 35»,муниципальное бюджетное общеобразовательное учреждение «Школа № 35»,редкая направившая организация (очень мало наблюдений)
26-11-50278-000002-0,DOC|0702533,2026-01-15,92.0,недостаточный,5,10510,1,medium,0.0002792130680163,high,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СТАРОЮРЬЕВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА СТАРОЮРЬЕВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ТАМБОВСКОЙ ОБЛАСТИ,"муниципальное бюджетное  общеобразовательное учреждение  ""Средняя общеобразовательная школа №1"" г. Мичуринска Тамбовской области",редкая направившая организация (очень мало наблюдений); направившая и тестирующая организации различаются
26-11-60079-000008-0,DOC|0737210,2026-02-25,91.0,недостаточный,2,20211,0,low,0.0001401135443905,high,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 64 Г. ВЛАДИВОСТОКА""","Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа № 59 г. Владивостока""",направившая и тестирующая организации различаются
